PREFERRED_AB	EXPANSION
PA	procainamide
PA	progressive aphasia
PA	propionic acidaemia
PA	propionic acidemia
PA	proton affinity
PA	pseudoaneurysm
PA	pseudomonas aeruginosa
PA	psoriatic arthropathy
PA	pullulan acetate
PA	pulmonary angiography
PA	pulmonary atresia
PA	pulse amplitude
PA	pyloric atresia
PA	pyrophosphate arthropathy
PA	solitary parathyroid adenoma
PB	barometric pressure
PB	parabrachial
PB	particle beam
PB	paucibacillary
PB	pencil beam
PB	pentobarbital sodium
PB	pentobarbitone
PB	peribrachial
PB	periodic breathing
PB	peroneus brevis
PB	phenobarbital sodium
PB	phenobarbitone
PB	phosphate buffer
PB	poissonboltzmann
PB	polar body
PB	polybrene
PB	postburn
PB	primed burst
PB	probenecid
PB	prostate brachytherapy
PB	protein breakdown
PB	prussian blue
PB	pulmonary blastoma
PB	rat probasin
PB	sodium phenylbutyrate
PC	antiphosphocholine
PC	antiphosphorylcholine
PC	cells of the parvocellular
PC	cine phasecontrast
PC	egg lecithin
PC	liver parenchymal cells
PC	pachyonychia congenita
PC	pacinian corpuscle
PC	pancreatic carcinoma
PC	paramyotonia congenita
PC	parenchymal
PC	parietal cortex
PC	patients with pancreatic cancer
PC	patients with prostatic cancer
PC	pelvic control
PC	pentose cycle
PC	percutaneous cholecystostomy
PC	peritoneal carcinomatosis
PC	pharyngeal constrictor
PC	phase contrast
PC	phosphocitrate
PC	phycocyanin
PC	pineal calcification
PC	plasma concentrations
PC	plastocyanin
PC	pneumotaxic center
PC	polycarbonate
PC	polycarbophil
PC	positive control
PC	postconception
PC	posterior canal
PC	posterior chamber
PC	posterior compartment
PC	preconditioned
PC	prednicarbate
PC	preoperative complications
PC	primary care
PC	primary closure
PC	procerebral
PC	procerebrum
PC	procollagen
PC	proprotein convertase
PC	propylene carbonate
PCA	parietal cell
PCA	passive cutaneous anaphylactic
PCA	passive cutaneous anaphylaxis
PCA	patientcontrolled analgesic
PCA	pchloroamphetamine
PCA	pentachloroanisole
PCA	percent cortical area
PCA	perchloric acid
PCA	plate count agar
PCA	portacaval anastomosis
PCA	portocaval anastomosis
PCA	postconceptional age
PCA	posterior cerebral
PCA	posterior cortical atrophy
PCA	posterior cricoarytenoid
PCA	posterior cricoarytenoid muscle
PCA	protein fragment complementation assay
PCA	protocatechuate
PCA	protocatechuic acid
PCA	weeks postconceptional age
PD	after pancreaticoduodenectomy
PD	after pancreatoduodenectomy
PD	along the proximodistal
PD	cell membrane potential
PD	coronary artery
PD	disease of bone
PD	disease progression
PD	paired domain
PD	pancreas divisum
PD	pancreatic duct
PD	panic disorder
PD	parkinsonian
PD	parkinsonism
PD	pars distalis
PD	perfusion defect
PD	peripheral dose
PD	peritoneal dialysate
PD	peritoneal dialysis
PD	peritoneal drainage
PD	persistent diarrhea
PD	persistent diarrhoea
PD	pharmacokinetic pkpharmacodynamic
PD	phosphate depletion
PD	plasma desorption
PD	plasmodesmata
PD	platelet deposition
PD	pneumatic dilatation
PD	pneumatic dilation
PD	postural drainage
PD	potential difference across the cell membrane
PD	power density
PD	power doppler
PD	preferred direction
PD	prism dioptres
PD	prisoners dilemma
PD	probing pocket depth
PD	progressed
PD	prolidase deficiency
PD	protein degradation
PD	protein deposition
PD	proton density
PD	proximaldistal
PD	pseudodeficiency
PD	pulsed doppler
PD	pupillary diameter
PD	pyloric dilator
PE	ace inhibitor perindopril
PE	after phacoemulsification
PE	agonist phenylephrine
PE	cisplatinetoposide
PE	days postexposure
PE	elastase
PE	element
PE	errors
PE	parietal endoderm
PE	pectinesterase
PE	pectus excavatum
PE	pemphigus erythematosus
PE	pericardial effusion
PE	peritoneal exudate
PE	persistent estrus
PE	petroleum ether
PE	pharyngoesophageal
PE	phosphorylethanolamine
PE	physical education
PE	physical examination
PE	physical exercise
PE	phytoestrogens
PE	pigment epithelial
PE	pigment epithelium
PE	pigmented ciliary epithelial
PE	pigmented epithelial
PE	pigmented epithelium
PE	plasma epinephrine
PE	plasma extravasation
PE	plating efficiency
PE	polyelectrolyte
PE	polyethylene
PE	portoenterostomy
PE	postexposure
PE	potential energy
PE	power of exclusion
PE	precedence effect
PE	prediction error
PE	preeclamptic
PE	premature ejaculation
PE	preoperative portal embolization
PE	probability of exclusion
PE	proliferative enteritis
PE	proliferative enteropathy
PE	prolonged exposure
PE	protective efficacy
PE	pseudomonas exotoxin
PE	pulmonary emboli
PE	pulmonary embolus
PE	pulmonary emphysema
PF	fracture face
PF	nucleus parafascicularis
PF	paeoniflorin
PF	pair fed
PF	pancreatic fistula
PF	parafollicular
PF	pars flaccida
PF	patellofemoral
PF	peak flow
PF	peak force
PF	peak frequency
PF	permeability factor
PF	photofrin
PF	physical function
PF	physical functioning
PF	plasma fibrinogen
PF	pleural fluid
PF	posterior fossa
PF	preterm formula
PF	primary fibromyalgia
PF	proflavine
PF	proteinfree
PF	protoplasmic face
PF	protoplasmic fracture
PF	pulmonary fibrosis
PF	purkinje fibers
PF	purpura fulminans
PG	cartilage proteoglycan
PG	glands
PG	glomerular capillary hydrostatic pressure
PG	isoprostaglandin
PG	panax ginseng
PG	pancreatic glucagon
PG	pancreaticogastrostomy
PG	paracervical ganglia
PG	parotid gland
PG	pathological gambling
PG	pemphigoid gestationis
PG	pentagastrin
PG	percutaneous gastrostomy
PG	periglomerular
PG	petrosal ganglion
PG	phenolphthalein glucuronide
PG	phosphatidyl glycerol
PG	pigmentary glaucoma
PG	placebo group
PG	plakoglobin
PG	plasma glucose
PG	polygalacturonase
PG	polypoid growth
PG	proguanil
PG	propyl gallate
PG	propylene glycol
PG	protein g
PG	proximal gastrectomy
PG	pyoderma gangrenosum
PG	pyogenic granuloma
PG	pyrolytic graphite
PG	serum pepsinogen
PH	history
PH	hyperplasia
PH	palmar hyperhidrosis
PH	partially hepatectomized
PH	peak height
PH	periventricular heterotopia
PH	phenol
PH	pleckstrin homology
PH	posterior hypothalamus
PH	postural hypotension
PH	prepositus hypoglossi
PH	proportional hazards
PH	pubic hair
PH	pulmonary hemorrhage
PH	pulmonary hypoplasia
PI	days postirradiation
PI	hr postinoculation
PI	hydrolysis of phosphoinositides
PI	inferior pulvinar
PI	inositol phospholipid
PI	padua inventory
PI	pain intensity
PI	pancreatic insufficiency
PI	pars intercerebralis
PI	pars intermedia
PI	peak intensity
PI	performance improvement
PI	peripheral iridectomy
PI	persistently infected
PI	phosphatidylinositide
PI	phosphoinositol
PI	phosphotyrosine interaction
PI	plaque
PI	plasma insulin
PI	pneumatosis intestinalis
PI	polyphosphoinositide
PI	porcine insulin
PI	positive ion
PI	postinjection
PI	primary isolates
PI	principal investigator
PI	proactive interference
PI	proinsulin
PI	proliferation indices
PI	propidium iodide
PI	protein i
PI	pulmonary insufficiency
PI	pulsatility indexes
PI	pulse interval
PI	putatively immune
PI	weeks postinoculation
PI	weeks postirradiation
PL	lateral pulvinar
PL	leftward promoter
PL	pancreatic lipase
PL	perilymph
PL	perivitelline layer
PL	peroneus longus
PL	persistent lymphocytosis
PL	photoluminescence
PL	placebo
PL	placental lactogen
PL	plasmin
PL	polyllysine
PL	posterolateral
PL	poultry litter
PL	preferential looking
PL	prelimbic
PM	intrapulmonary metastasis
PM	medial pulvinar
PM	palatal myoclonus
PM	partial mole
PM	pasteurella multocida
PM	patients with polymyositis
PM	pectoralis major
PM	perfect match
PM	periodontal mechanosensitive
PM	peritoneal mesothelioma
PM	peritrophic matrix
PM	placental malaria
PM	pleural mesothelioma
PM	ponsmedulla
PM	postmenopausal
PM	prediction model
PM	premotor
PM	prophylactic mastectomy
PM	prospective memory
PM	psoas major
PM	psychological mindedness
PM	pulmonary macrophages
PM	pulmonary metastases
PM	pyogenic meningitis
PM	pyridoxamine
PN	cerebellar purkinje neurons
PN	palmerston north
PN	papillary or nodular
PN	parenteral nutrient
PN	partial nephrectomy
PN	partner notification
PN	peripheral lymph nodes
PN	peripheral nerve
PN	peripheral neuroepithelioma
PN	phosphoramidate
PN	phrenic nerve
PN	pontine nuclei
PN	pontine nucleus
PN	postnatal
PN	processing negativity
PN	pronuclear
PN	pronuclei
PN	pronucleus
PN	pulp necrosis
PN	purkinje neuron
PN	pyelonephritis
PP	pacesetter potentials
PP	pairedpulse
PP	pancreatic polypeptide
PP	parkinsonian patients
PP	particulate p
PP	particulate phosphorus
PP	peak power
PP	pentose phosphate
PP	percent positivity
PP	perforant path
PP	perforant pathway
PP	peripeduncular nucleus
PP	periportal
PP	plasma perfusion
PP	pleural plaques
PP	pneumoperitoneum
PP	polypropylene
PP	posterior pituitary
PP	posterior pretectal nucleus
PP	postpartum
PP	postprandial
PP	precautionary principle
PP	precocious pubarche
PP	premature pubarche
PP	preparatory period
PP	prepubertal periodontitis
PP	primary progressive
PP	prone position
PP	proteose peptone
PP	protoporphyrin
PP	pulsatile perfusion
PP	pulse
PP	pulse pressure
PP	pulsus paradoxus
PR	expression of pathogenesisrelated
PR	paeoniae radix
PR	pain relief
PR	panoramic radiography
PR	pars recta
PR	partial regression
PR	partial responders
PR	passive recovery
PR	pattern recognition
PR	pattern reversal
PR	perirenal
PR	phenol red
PR	photoreactivation
PR	pityriasis rosea
PR	placental restriction
PR	plain radiography
PR	plaque reduction
PR	pneumatic retinopexy
PR	polymorphic reticulosis
PR	progressive ratio
PR	projection reconstruction
PR	proliferative retinopathy
PR	prorenin
PR	protein restriction
PR	pseudorabies
PR	puerto rico
PR	pulmonary regurgitation
PR	pulmonary rehabilitation
PR	release
PR	retention
PR	under a progressiveratio
PR	viral proteinase
PS	capillary diffusion capacity
PS	mutations in the presenilin
PS	pachytene spermatocytes
PS	palmazschatz
PS	paradoxical sleep
PS	partial seizures
PS	pathologic stage
PS	pathological stage
PS	peak slope
PS	pentasaccharide
PS	peritoneal sclerosis
PS	phosphatidyllserine
PS	photic stimulation
PS	photostimulation
PS	photosystem
PS	physiological saline
PS	phytosterols
PS	planar scintigraphy
PS	polystyrene
PS	polysulphone
PS	porcine serum
PS	power spectra
PS	power spectrum
PS	pregnenolone sulphate
PS	prenatal stress
PS	prenatally stressed
PS	preparatory signal
PS	pressure support
PS	primary snoring
PS	primitive streak
PS	principal sulcus
PS	protamine sulfate
PS	protamine sulphate
PS	psoriasis
PS	psychogenic seizures
PS	pubertal spurt
PS	pulmonary sequestration
PS	pulmonary stenosis
PS	pulmonary surfactant
PS	pyloric sphincter
PS	pyriform sinus
PS	pyrimethaminesulfadoxine
PS	symptoms
PT	pars tuberalis
PT	patellar tendon
PT	peak torque
PT	percutaneous tracheostomy
PT	perinuclear theca
PT	permeability transition
PT	permissive temperature
PT	pertussis toxoid
PT	photothermal
PT	physical therapy
PT	physical training
PT	physiotherapy
PT	picrotoxin
PT	planum temporale
PT	posterior tibial
PT	posttreatment
PT	pretectum
PT	preterm
PT	primary thrombocythaemia
PT	primary thrombocythemia
PT	primary tumour
PT	proficiency testing
PT	proton transfer
PT	proximal
PT	ptaquiloside
PT	pulmonary trunk
PT	pyramidal tract
PT	tumors
PV	parietal ventral area
PV	patients with polycythaemia vera
PV	patients with psoriasis vulgaris
PV	peak velocity
PV	pemphigus vulgaris
PV	periventricular
PV	peroxide value
PV	pervanadate
PV	phenyl valerate
PV	pichinde virus
PV	pityriasis versicolor
PV	plasma viscosity
PV	poliovirus
PV	postvaccination
PV	pravastatin
PV	processus vaginalis
PV	pulmonary valve
PV	pulmonary venous
PV	static pressurevolume
RA	afferent arteriolar resistance
RA	nucleus robustus archistriatalis
RA	radial artery
RA	radiographic absorptiometry
RA	rapidly adapting
RA	rat aorta
RA	rectus abdominis
RA	refractory anaemia
RA	refractory anemia
RA	regional anaesthesia
RA	regional anesthesia
RA	relative anisotropy
RA	repeated acquisition
RA	retinol acetate
RA	retrograde amnesia
RA	rheumatoid
RA	rheumatoid arthritic
RA	rheumatoid arthritis patients
RA	ricin a chain
RA	right
RA	right atria
RA	risk area
RA	robust nucleus of the archistriatum
RA	room air
RA	rotational atherectomy
RA	rounded atelectasis
RC	fetal rat calvaria
RC	radical cystectomy
RC	rapid cycling
RC	reaction centre
RC	recombinant congenic
RC	rectal cancer
RC	referred care
RC	regenerated cellulose
RC	reliable change
RC	replication complex
RC	respiratory chain
RC	resting zone
RC	rib cage
RC	rotator cuff
RD	human rhabdomyosarcoma
RD	raphe dorsalis
RD	raynauds disease
RD	reading disabled
RD	recession depth
RD	rectal distension
RD	redistribution
RD	reference diameter
RD	regular diet
RD	regulatory domain
RD	reiters disease
RD	relative dispersion
RD	renal dysfunction
RD	residual disease
RD	respiratory distress
RD	rheumatic diseases
RD	runt domain
RE	efferent arteriolar resistance
RE	rapid ejaculation
RE	rasmussens encephalitis
RE	reflux esophagitis
RE	rejection episodes
RE	relative enhancement
RE	relative error
RE	removal efficiency
RE	respiratory epithelium
RE	response entropy
RE	restriction enzyme
RE	retained energy
RE	reticular nucleus
RE	reticularis thalami
RE	retinal extract
RE	right ear
RE	rolandic epilepsy
RE	running economy
RE	thalamic reticular
RI	radioisotope
RI	radionuclide imaging
RI	recombinant inbred
RI	recurrent inhibition
RI	regular insulin
RI	relapse incidence
RI	renal impairment
RI	renal insufficiency
RI	reperfusion injury
RI	replicative intermediate
RI	resistance indexes
RI	respiratory insufficiency
RI	retroactive interference
RI	ribonuclease inhibitor
RI	ribonuclease inhibitor protein
RI	type i campdependent protein kinase
RI	type i regulatory
RI	type i regulatory subunit
RM	radical mastectomy
RM	radioactive microspheres
RM	raphe magnus
RM	recurrent miscarriage
RM	red marrow
RM	red muscle
RM	reissners membrane
RM	relative movement
RM	repetition maximum
RM	respiratory muscle
RM	risk management
RM	rough microsomal membranes
RM	rough microsomes
RP	radiation pneumonitis
RP	radical prostatectomy
RP	rapid prototyping
RP	raynauds phenomenon
RP	reaction product
RP	reactivity pattern
RP	readiness potential
RP	recognition potential
RP	red pulp
RP	regulatory particle
RP	regulatory peptides
RP	relapse prevention
RP	relative potency
RP	relative power
RP	resting pressure
RP	retained placenta
RP	reticulated platelets
RP	retinitis pigmentosa
RP	retinyl palmitate
RP	retrograde pyelography
RP	retroperitoneal
RP	retruded position
RP	reversedphase
RP	reversephase
RP	rheumatoid polyarthritis
RP	rinderpest
RP	rock phosphate
RP	roller pump
RR	patients with relapsingremitting
RR	recovery room
RR	relapsing remitting
RR	relative recovery
RR	relative risk of death
RR	renin release
RR	respiratory rates
RR	response regulator
RR	reversal reaction
RR	reverse redistribution
RR	righting reflex
RR	ross river
RR	roundup ready
RS	arginineserinerich
RS	radical surgery
RS	radiosurgery
RS	raman spectroscopy
RS	rankin scale
RS	rat serum
RS	reedsternberg
RS	reiters syndrome
RS	remote sensing
RS	renin secretion
RS	renin substrate
RS	repeated sequences
RS	resistant starch
RS	response signal
RS	restraint scale
RS	reyes syndrome
RS	rio grande do sul
RS	robin sequence
RS	rubrospinal
RS	xlinked juvenile retinoschisis
RT	radiation treatment
RT	radiotherapy alone
RT	reactive thrombocytosis
RT	realtime
RT	reciprocal translocations
RT	reciprocating tachycardia
RT	recurrent tonsillitis
RT	relaxation training
RT	resistance training
RT	respiratory tract
RT	response times
RT	resting tension
RT	reverse transcribed
RT	room temperature
RT	tumor
SA	cocaine selfadministration
SA	heroin selfadministration
SA	sarcoidosis
SA	satellite association
SA	separation anxiety
SA	septic arthritis
SA	serrated adenoma
SA	serratus anterior
SA	serum aldosterone
SA	shortaxis
SA	sideroblastic anaemia
SA	simulated annealing
SA	sinus arrhythmia
SA	situation awareness
SA	skeletal age
SA	sleep apnea
SA	sleep apnoea
SA	slide agglutination
SA	slowly adapting
SA	sodium alginate
SA	south africa
SA	south african
SA	south australia
SA	spectral analysis
SA	spherical aberration
SA	spinal anaesthesia
SA	spinal anesthesia
SA	splenic artery
SA	spontaneous activity
SA	spontaneous alternation
SA	stable angina
SA	state anxiety
SA	status asthmaticus
SA	stearylamine
SA	streptavidin
SA	streptococcal antigen
SA	stretchactivated
SA	substance abuse
SA	succinic anhydride
SA	succinylacetone
SA	sulcus angle
SA	sulfanilamide
SA	surface area
SA	surgery alone
SA	sympathoadrenal
SB	saccharomyces boulardii
SB	schiff base
SB	scleral buckling
SB	serum bilirubin
SB	single bond
SB	singlebreath
SB	sinus bradycardia
SB	sleep bruxism
SB	sleeping beauty
SB	small bowel
SB	southern blot
SB	southern blotting
SB	specific binding
SB	spina bifida
SB	spontaneous breathing
SB	strand breaks
SC	administered subcutaneously
SC	c disease
SC	cortex
SC	culture
SC	immature rat sertoli cells
SC	nucleus subcoeruleus
SC	scatter correction
SC	schlemms canal
SC	sclerosing cholangitis
SC	scrotal circumference
SC	sebaceous carcinoma
SC	selenite cystine
SC	selfcompatible
SC	semicarbazide
SC	semicircular canal
SC	seroconversion
SC	sickle cellhaemoglobin c
SC	sigmoid colon
SC	sildenafil citrate
SC	standard care
SC	stem cell
SC	stepped care
SC	stomach cancer
SC	stratum corneum
SC	subtilisin carlsberg
SC	supercoiled
SC	superconducting
SC	supercritical
SC	superior colliculi
SC	supportive counseling
SC	sydenhams chorea
SC	synovial chondromatosis
SC	tcm sulfur colloid
SD	children with speech delay
SD	depletion
SD	male spraguedawley
SD	seborrheic dermatitis
SD	seborrhoeic dermatitis
SD	segregation distorter
SD	selective decontamination
SD	selfdirectedness
SD	semantic dementia
SD	semantic differential
SD	serologically defined
SD	sexual dysfunction
SD	shinedalgarno
SD	sleep disorders
SD	social desirability
SD	solid dispersion
SD	somatization disorder
SD	spasmodic dysphonia
SD	spatial disorientation
SD	spermidine
SD	splice donor
SD	spreading depression
SD	stable
SD	stable disease
SD	standard diet
SD	steroiddependent
SD	striated duct
SD	stroke distance
SD	sudden deafness
SD	sudden death
SD	swine dysentery
SE	clearfil se bond
SE	conventional spinecho
SE	energy
SE	exposure
SE	extraction
SE	mean standard error
SE	salmonella enteritidis
SE	secondary electron
SE	secondary erythrocytosis
SE	selfefficacy
SE	selfesteem
SE	serine esterase
SE	shannon entropy
SE	shared epitope
SE	side effects
SE	silicone elastomer
SE	sleep efficiency
SE	southeast
SE	spin echo
SE	spongiform encephalopathy
SE	squalene epoxidase
SE	standard errors
SE	staphylococcal exotoxins
SE	staphylococcus epidermidis
SE	starredwards
SE	state entropy
SE	status epilepticus
SE	stress echocardiography
SE	subendothelium
SE	t and tweighted spinecho
SE	tweighted spinecho
SF	fibers
SF	screenfilm
SF	seizure free
SF	serum ferritin
SF	serum folate
SF	serumfree
SF	sexual function
SF	sham feeding
SF	shortening fraction
SF	shortterm fluctuation
SF	silk fibroin
SF	slaframine
SF	social functioning
SF	sodium ferulate
SF	soluble fiber
SF	soluble fibrin
SF	sorbitolfermenting
SF	space flight
SF	spatial frequency
SF	spotted fever
SF	stone formers
SF	superficial
SF	surfactant
SF	surviving fraction
SF	sustained field
SF	sylvian fissure
SF	symphysisfundus
SG	pneumophila serogroup
SG	santa gertrudis
SG	sarcoglycan
SG	specific gravity
SG	spiral ganglion
SG	stellate ganglion
SG	stratum granulosum
SG	substantia gelatinosa
SG	subtotal gastrectomy
SG	superficial gastritis
SG	suprageniculate nucleus
SG	sympathetic ganglia
SH	hepatitis
SH	hypotension
SH	sclerosing hemangioma
SH	secondary hypertension
SH	severe hypoglycaemia
SH	severe hypoglycemia
SH	sima de los huesos
SH	simple hyperplasia
SH	sinus histiocytosis
SH	sitting height
SH	small hydrophobic
SH	soybean hulls
SH	spigelian hernia
SH	spontaneously hypertensive
SH	squamous hyperplasia
SH	standard heparin
SH	sternohyoid
SH	subcortical hyperintensities
SH	subtractive hybridization
SH	sulphydryl
SH	systemic hypertension
SI	first somatosensory area
SI	sacroiliac
SI	sacroiliitis
SI	selfincompatibility
SI	selfincompatible
SI	sensory integration
SI	sequential injection
SI	serum iron
SI	silent ischemia
SI	simulated ischemia
SI	situs inversus
SI	small intestinal
SI	social interaction
SI	social isolation
SI	somatosensory area i
SI	special intervention
SI	specific insulin
SI	spectroscopic imaging
SI	spinal cord isolation
SI	splenic irradiation
SI	sputum induction
SI	stimulation indices
SI	stoichiometry of inhibition
SI	stress incontinence
SI	substantia innominata
SI	sucraseisomaltase
SI	suicidal ideation
SI	syncytiainducing
SL	cardiac sarcolemma
SL	cardiac sarcolemmal
SL	db sensation level
SL	layer
SL	scapholunate
SL	sham laparotomy
SL	short latency
SL	sleep latency
SL	smyth line
SL	sodium lactate
SL	spin lock
SL	spiral ligament
SL	spliced leader
SL	stemloop
SL	stereolithographic
SL	stride length
SL	structured lipids
SL	sublingual
SL	surface laplacian
SL	surrogate light
SL	suspensory ligament
SM	margin
SM	memory
SM	salmeterol
SM	salvia miltiorrhiza
SM	scala media
SM	selfmonitoring
SM	semimembranosus
SM	serum somatomedin
SM	skim milk
SM	slow myosin
SM	standard model
SM	steatocystoma multiplex
SM	sternomastoid
SM	streptomycin sulfate
SM	stress management
SM	submandibular
SM	submucosal
SM	syringomyelia
SM	systemic mastocytosis
SN	nerves
SN	neurons
SN	secretoneurin
SN	selection negativity
SN	semantic network
SN	sensory neuron
SN	sentinel lymph node
SN	serum neutralisation
SN	serum neutralizing
SN	sin nombre
SN	single nephron
SN	sinus node
SN	spitz nevus
SN	spontaneous nystagmus
SN	streptonigrin
SN	sural nerve
SO	output
SO	significant other
SO	sleep onset
SO	slowoxidative
SO	sphincter of oddi
SO	stratum opticum
SO	stratum oriens
SO	styrene oxide
SO	sulfite oxidase
SO	superior oblique
SO	supraoptic nucleus
SO	sympathetic ophthalmia
SP	cd or cd singlepositive
SP	cd singlepositive
SP	plate
SP	power
SP	sclerosing peritonitis
SP	secondary polycythemia
SP	seminal plasma
SP	senile plaque
SP	septum
SP	seropositive
SP	side population
SP	single positive
SP	sleep paralysis
SP	slow pathway
SP	smooth pursuit
SP	social phobia
SP	sodium pentobarbital
SP	solid phase
SP	spasmolytic polypeptide
SP	spleen
SP	splenius
SP	spontaneous pneumothorax
SP	spore photoproduct
SP	storage phosphor
SP	stratum pyramidale
SP	streptavidinperoxidase
SP	subplate
SP	sulfapyridine
SP	sulphadoxinepyrimethamine
SP	sulphapyridine
SP	superficial peroneal
SP	supine position
SP	synthetic peptides
SP	synthetic pyrethroid
SP	systolic pressure
SR	racer
SR	saccharopolyspora rectivirgula
SR	salt resistant
SR	sarcoplasmic reticular
SR	sarcoplasmic reticulum membranes
SR	saturation recovery
SR	selfreinforced
SR	sensory rhodopsin
SR	serineargininerich
SR	sex ratio
SR	shift reagent
SR	silicone rubber
SR	sinus rhythm
SR	skin resistance
SR	spontaneous regression
SR	spontaneous remission
SR	spontaneous respiration
SR	stapedial reflex
SR	stapedius reflex
SR	stochastic resonance
SR	storage phosphor radiography
SR	strain rate
SR	stratum radiatum
SR	stretch reflex
SR	superior rectus
SR	sustained responders
SR	sustained response
SR	synaptic ribbons
SR	synchrotron radiation
SR	systematic review
SS	salbutamol sulfate
SS	salmonellashigella
SS	salt sensitive
SS	scleroderma systematica
SS	segmental shortening
SS	selfstimulation
SS	septic shock
SS	serum
SS	sewage sludge
SS	short stature
SS	sidestream smoke
SS	simple spike
SS	social support
SS	spermatocytic seminoma
SS	stainless steel
SS	starch synthase
SS	steroidsensitive
SS	straight sinus
SS	stresssusceptible
SS	subsarcolemmal
SS	supersaturation
SS	supraspinatus
SS	sympathetic stimulation
SS	synchronized sleep
SS	systolic segment shortening
SS	systolic shortening
ST	heat stable
ST	heatstable toxin
ST	pkc inhibitor staurosporine
ST	saturation transfer
ST	scala tympani
ST	secondary thrombocytosis
ST	seizure threshold
ST	selftranscendence
ST	seminiferous tubules
ST	semitendinosus
ST	septal thickness
ST	sequence type
ST	serum testosterone
ST	shell thickness
ST	shortterm
ST	sialyltransferase
ST	signal transduction
ST	silent thyroiditis
ST	sinus tachycardia
ST	skin testing
ST	small t antigen
ST	solid tumors
ST	spasmodic torticollis
ST	standard therapy
ST	standard treatment
ST	stanozolol
ST	starch
ST	sterigmatocystin
ST	strength training
ST	stria terminalis
ST	stsegment depression
ST	stsegment elevation
ST	styrene
ST	sulfotransferase
ST	supportive therapy
ST	surgical tracheostomy
ST	swine testicular
ST	swine testis
ST	syncytiotrophoblast
ST	synovial tissues
TA	patients with takayasu arteritis
TA	t cells
TA	takayasus arteritis
TA	tannic acid
TA	technology assessment
TA	teichoic acids
TA	telomerase activity
TA	temporal artery
TA	thoracic aorta
TA	thyroarytenoid muscle
TA	tibialis anterior
TA	tibialis anterior muscle
TA	titratable acidity
TA	tonic accommodation
TA	total area
TA	toxic adenoma
TA	tracheal agenesis
TA	transabdominal
TA	transactivation
TA	transient absorption
TA	transit amplifying
TA	transplant arteriosclerosis
TA	triamterene
TA	tricuspid annulus
TA	tricuspid atresia
TA	truncus arteriosus
TA	tryptamine
TA	tumour antigens
TA	tunica albuginea
TB	testosterone buciclate
TB	theobromine
TB	thiobenzamide
TB	thoroughbred
TB	tissue basophils
TB	toluidine blue
TB	total body
TB	tracheobronchial
TB	trapezoid body
TB	tributyrin
TB	triceps brachii
TB	trisborate
TB	trypan blue
TB	tuberculous
TB	tumorbearing
TC	cellobiose
TC	human teratocarcinoma
TC	taurocholic acid
TC	temporal cortex
TC	terminal cisternae
TC	testicular cancer
TC	testosterone cypionate
TC	thalamocortical
TC	therapeutic community
TC	thoracic circumference
TC	thyroid cancer
TC	thyroid carcinoma
TC	time constant
TC	tinospora cordifolia
TC	tissue culture
TC	total carbon
TC	total carnitine
TC	transcarboxylase
TC	transcervical
TC	transcobalamin
TC	trauma center
TC	tubocurarine
TC	tumoral calcinosis
TD	tangier disease
TD	tardive dyskinesia
TD	tdependent
TD	temporal difference
TD	thanatophoric dysplasia
TD	thermodilution
TD	thiamine deficiency
TD	thiamine deficient
TD	thoracic duct
TD	tibial dyschondroplasia
TD	time delay
TD	tissue doppler
TD	total deviation
TD	total dose
TD	tourettes disorder
TD	transdermal
TD	travelers diarrhea
TD	triple dose
TD	true digestibility
TD	true protein digestibility
TD	tryptophan depletion
TD	typical development
TD	typically developing
TE	duration of expiration
TE	testosterone enanthate
TE	thioesterase
TE	thromboembolic
TE	thromboembolism
TE	thymic epithelial
TE	thymic epithelium
TE	tissue engineering
TE	tonic extension
TE	total energy
TE	toxic encephalopathy
TE	toxoplasma encephalitis
TE	toxoplasmic encephalitis
TE	trabeculectomy
TE	tracheal epithelial
TE	tracheoesophageal
TE	tropoelastin
TF	mtctetrofosmin
TF	tail flick
TF	tailflick reflex
TF	tetrofosmin
TF	thickening fraction
TF	thomsenfriedenreich
TF	tibiofemoral
TF	timefrequency
TF	total fat
TF	transfer factors
TF	transfer function
TF	treatment failure
TF	tubular fluid
TF	typhoid fever
TG	fc receptors for igg
TG	glucuronide
TG	low density lipoprotein vldltriglyceride
TG	plasma triacylglycerol
TG	plasma triglyceride
TG	tetragastrin
TG	thermogravimetric
TG	thioglycollate
TG	thrombin generation
TG	thyroid gland
TG	total gastrectomy
TG	training group
TG	treatment group
TG	trigeminal
TG	trigeminal ganglia
TG	triglyceride concentration
TG	triglyceride levels
TG	tumour growth
TG	typhus group
TI	inspiratory duration
TI	thalassaemia intermedia
TI	thalassemia intermedia
TI	theca interna
TI	therapeutic index
TI	thermodynamic integration
TI	thoracic electrical impedance
TI	thoracic irradiation
TI	threshold intensity
TI	thymic irradiation
TI	tindependent
TI	tonic immobility
TI	transcallosal inhibition
TI	treatment interruption
TI	tricuspid incompetence
TI	tricuspid insufficiency
TI	true insulin
TI	tuberoinfundibular
TI	tubulointerstitial
TM	landsat thematic mapper
TM	neurons of the tuberomammillary
TM	tail moment
TM	tectorial membrane
TM	testicular microlithiasis
TM	thalassaemia major
TM	thalassemia major
TM	thrombomodulin
TM	thrombotic microangiopathy
TM	timolol maleate
TM	tooth mobility
TM	trabecular meshwork
TM	transcendental meditation
TM	transformed migraine
TM	transitional mucosa
TM	transmembrane
TM	transmembrane region
TM	transmembrane subunit
